"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'CIF (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'CIF (Baht)')"
CA,CANADA,0,0,9625,738363
CN,CHINA,50,2171,114250,5583710
DE,GERMANY,0,0,1375,163495
ID,INDONESIA,0,0,850,340190
IT,ITALY,0,0,37127,6908051
JP,JAPAN,1000,293589,42300,3457117
KR,"KOREA,REPUBLIC OF",0,0,161725,6877039
OM,OMAN,0,0,1000,29972
SG,SINGAPORE,345000,14290068,2385000,106379120
AE,UNITED ARAB EMIRATES,13000,600637,203300,10621350
US,UNITED STATES,123828,11198970,1423051,126313583
VN,VIETNAM,108000,4225352,108000,4225352
SUM,SUM,590878,30610787,4487603,271637342
