"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2017', 'Quantity')","('Jun 2017', 'CIF (Baht)')","('Jan - Jun 2017', 'Quantity')","('Jan - Jun 2017', 'CIF (Baht)')"
CN,CHINA,700,72683,36685,3603461
DE,GERMANY,0,0,400,14496
HK,HONG KONG,0,0,615,43950
JP,JAPAN,245650,16723396,1168650,86166936
KR,"KOREA,REPUBLIC OF",0,0,253000,15466440
MY,MALAYSIA,0,0,20000,1288308
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11000,1064361
AE,UNITED ARAB EMIRATES,288500,14724982,367550,18367868
US,UNITED STATES,300775,18676617,593426,37511766
VN,VIETNAM,33750,2108482,202500,12853792
SUM,SUM,869375,52306160,2653826,176381378
