"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2013', 'Quantity')","('Feb 2013', 'CIF (Baht)')","('Jan - Feb 2013', 'Quantity')","('Jan - Feb 2013', 'CIF (Baht)')"
CN,CHINA,0,0,1000,56896
DE,GERMANY,0,0,2200,227469
ID,INDONESIA,10250,761160,11500,851503
KW,KUWAIT,173250,7048336,470250,19470976
MY,MALAYSIA,523000,22343241,1234500,53830866
QA,QATAR,306000,12540545,765000,31174505
SA,SAUDI ARABIA,2549250,108163455,4603500,196085660
SG,SINGAPORE,250500,11625175,525750,24446170
ES,SPAIN,11000,1036520,11000,1036520
AE,UNITED ARAB EMIRATES,904000,39913382,1547350,67428578
US,UNITED STATES,206294,11991351,318536,20820158
SUM,SUM,4933544,215423165,9490586,415429301
