"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
CN,CHINA,6000,368626,54025,4024909
DE,GERMANY,0,0,1000,56223
IN,INDIA,0,0,20100,397385
JP,JAPAN,1300,154661,73293,7142111
KR,"KOREA,REPUBLIC OF",0,0,76000,6025850
SA,SAUDI ARABIA,99000,3873482,247500,9921567
SG,SINGAPORE,0,0,938150,34736018
TW,"TAIWAN, PROVINCE OF CHINA",348,98500,8998,874042
AE,UNITED ARAB EMIRATES,0,0,134750,5352106
SUM,SUM,106648,4495269,1553816,68530211
