"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2013', 'Quantity')","('Mar 2013', 'CIF (Baht)')","('Jan - Mar 2013', 'Quantity')","('Jan - Mar 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,16250,919580
BE,BELGIUM,53500,4402723,63500,6291022
BR,BRAZIL,0,0,18387,2640137
CA,CANADA,0,0,16000,2598812
CN,CHINA,133150,13224390,258650,27602473
FR,FRANCE,0,0,11690,3577708
DE,GERMANY,100,48581,17265,1923901
HK,HONG KONG,0,0,33325,2760731
IN,INDIA,0,0,500,40596
ID,INDONESIA,1250,105021,26750,2689590
IT,ITALY,5500,651040,5500,651040
JP,JAPAN,1632330,107869943,4653117,309026519
KR,"KOREA,REPUBLIC OF",775775,38092497,2695600,132690596
LU,LUXEMBOURG,400,182004,400,182004
MY,MALAYSIA,53000,2389677,182375,8621021
NL,NETHERLANDS,27000,1974708,249750,16212426
NZ,NEW ZEALAND,0,0,80,12140
SA,SAUDI ARABIA,297000,14232903,816750,37854647
SG,SINGAPORE,4561100,229142348,15621550,778129772
TW,"TAIWAN, PROVINCE OF CHINA",156984,8900514,1089954,60303145
TH,THAILAND,0,0,17000,820856
AE,UNITED ARAB EMIRATES,74250,3460753,198000,8995334
GB,UNITED KINGDOM,15000,1336630,30000,2787657
US,UNITED STATES,77000,5182487,136200,10720297
VN,VIETNAM,17000,1530309,32000,5497304
SUM,SUM,7880339,432726528,26190593,1423549308
