"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2014', 'Quantity')","('Dec 2014', 'CIF (Baht)')","('Jan - Dec 2014', 'Quantity')","('Jan - Dec 2014', 'CIF (Baht)')"
BE,BELGIUM,0,0,19000,2138734
CN,CHINA,0,0,25225,1701374
HK,HONG KONG,0,0,0,27700
ID,INDONESIA,0,0,255,4139
JP,JAPAN,39620,5322355,412778,57992692
KR,"KOREA,REPUBLIC OF",0,0,372105,16699405
MY,MALAYSIA,2000,179911,18000,1678682
NL,NETHERLANDS,0,0,10,4598
QA,QATAR,33000,1663690,115500,6013549
SA,SAUDI ARABIA,0,0,300,33628
SG,SINGAPORE,3000,1413427,25494,2962088
ES,SPAIN,0,0,83,49136
TW,"TAIWAN, PROVINCE OF CHINA",0,0,105700,7494335
US,UNITED STATES,0,0,8,6842
SUM,SUM,77620,8579383,1094458,96806902
