"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2021', 'Quantity')","('Nov 2021', 'CIF (Baht)')","('Jan - Nov 2021', 'Quantity')","('Jan - Nov 2021', 'CIF (Baht)')"
BE,BELGIUM,0,0,120000,14392834
CN,CHINA,0,0,2054,188510
FI,FINLAND,0,0,6,1759
DE,GERMANY,0,0,1000,379093
ID,INDONESIA,0,0,2,2033
IT,ITALY,4125,726520,8325,1463758
JP,JAPAN,6000,358961,82100,6750211
KR,"KOREA,REPUBLIC OF",0,0,194000,11835115
OM,OMAN,0,0,60,24676
SG,SINGAPORE,264000,11029402,2520000,99047221
AE,UNITED ARAB EMIRATES,0,0,313800,13217720
US,UNITED STATES,20638,1628191,1173146,77958817
SUM,SUM,294763,13743074,4414493,225261747
