"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2016', 'Quantity')","('Aug 2016', 'CIF (Baht)')","('Jan - Aug 2016', 'Quantity')","('Jan - Aug 2016', 'CIF (Baht)')"
AT,AUSTRIA,0,0,5500,476887
CN,CHINA,36500,3255460,150800,14442050
HK,HONG KONG,0,0,590,28372
JP,JAPAN,10000,1474000,1391200,90415579
KR,"KOREA,REPUBLIC OF",26000,2058193,283140,19992332
MY,MALAYSIA,10000,643845,20000,1299431
SE,SWEDEN,0,0,24750,1388856
TW,"TAIWAN, PROVINCE OF CHINA",0,0,33000,3236035
AE,UNITED ARAB EMIRATES,26000,1189178,273000,12959743
US,UNITED STATES,75251,4834867,1082134,67657327
VN,VIETNAM,0,0,255450,17093783
SUM,SUM,183751,13455543,3519564,228990395
