"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'CIF (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'CIF (Baht)')"
AU,AUSTRALIA,24610,1989497,356749,23726762
AT,AUSTRIA,0,0,784,35643
BE,BELGIUM,99000,6796586,1094675,80545226
BR,BRAZIL,0,0,500,75073
BG,BULGARIA,0,0,40,16765
CA,CANADA,0,0,275,124099
CN,CHINA,759076,49273403,5745333,397767792
CZ,CZECH REPUBLIC,0,0,375,60923
EC,ECUADOR,0,0,6,3926
FI,FINLAND,0,0,195437,14138342
FR,FRANCE,11000,692734,417027,33375983
DE,GERMANY,9075,2772004,189598,37139073
HK,HONG KONG,10,2964,425,78931
IN,INDIA,97150,4566823,243433,12431841
ID,INDONESIA,34840,4075866,155960,21182269
IL,ISRAEL,0,0,13370,1309135
IT,ITALY,3200,430048,30408,5077924
JP,JAPAN,777690,76706104,9144140,786452498
KP,KOREA DPR,0,0,72208,4762104
KR,"KOREA,REPUBLIC OF",1970165,123180165,19058976,1197730491
KW,KUWAIT,24750,1311388,24750,1311388
MY,MALAYSIA,54728,8751960,734552,108489744
MX,MEXICO,0,0,60,83519
NL,NETHERLANDS,99000,8930621,986740,86268737
NZ,NEW ZEALAND,0,0,3168,507009
PH,PHILIPPINES,0,0,17689,1681291
PT,PORTUGAL,0,0,47,31619
SA,SAUDI ARABIA,5207410,269706715,44936279,2288259190
SG,SINGAPORE,1814288,109010102,14782789,900111798
SK,SLOVAKIA,2700,299708,5200,832403
ZA,SOUTH AFRICA,99000,5033320,396000,20051224
ES,SPAIN,35750,2760813,90771,9556315
TW,"TAIWAN, PROVINCE OF CHINA",129868,8492538,2265640,118856293
TH,THAILAND,12997,682772,93859,5232451
AE,UNITED ARAB EMIRATES,299750,15344636,1133400,58386959
GB,UNITED KINGDOM,0,0,18118,2730691
US,UNITED STATES,216287,12013539,2292694,131460394
VN,VIETNAM,14571,1134879,174252,13225280
SUM,SUM,11796915,713959185,104675727,6363111105
