"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2020', 'Quantity')","('Dec 2020', 'CIF (Baht)')","('Jan - Dec 2020', 'Quantity')","('Jan - Dec 2020', 'CIF (Baht)')"
BE,BELGIUM,0,0,1000,61966
CN,CHINA,1400,124309,406350,27294875
FI,FINLAND,0,0,500,41607
JP,JAPAN,155400,12231380,2680400,176458240
KR,"KOREA,REPUBLIC OF",189500,7874841,4550350,226952465
MY,MALAYSIA,0,0,266000,17259278
SG,SINGAPORE,0,0,25000,2499442
AE,UNITED ARAB EMIRATES,0,0,7039400,250100153
GB,UNITED KINGDOM,0,0,115000,8191734
US,UNITED STATES,559033,21704033,5378955,245622169
VN,VIETNAM,0,0,255625,11760895
SUM,SUM,905333,41934563,20718580,966242824
