"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2018', 'Quantity')","('May 2018', 'CIF (Baht)')","('Jan - May 2018', 'Quantity')","('Jan - May 2018', 'CIF (Baht)')"
AU,AUSTRALIA,91,13711,9433,816372
AT,AUSTRIA,0,0,4125,325745
BE,BELGIUM,1475,198822,75730,4734663
BR,BRAZIL,1039500,51515316,6063750,295529892
CA,CANADA,0,0,10,7077
CN,CHINA,44326,1862824,121292,7090746
DK,DENMARK,0,0,0,2382
FI,FINLAND,74200,4244280,347700,19833830
FR,FRANCE,0,0,0,2349
DE,GERMANY,330111,22564424,1636967,110227707
IN,INDIA,0,0,102,16975
ID,INDONESIA,76,55744,5076,1640513
IL,ISRAEL,0,0,19800,1741413
IT,ITALY,0,0,121,20560
JP,JAPAN,208180,16643450,963542,83608710
KR,"KOREA,REPUBLIC OF",344700,18682018,1758950,92798130
KW,KUWAIT,519750,19917531,1782000,68487535
LU,LUXEMBOURG,0,0,1175,224376
MY,MALAYSIA,2641932,111999374,21273378,882765841
NL,NETHERLANDS,453070,26990170,1535156,91813611
NZ,NEW ZEALAND,0,0,1,691
NO,NORWAY,51680,3067222,86790,5188528
QA,QATAR,1504500,60308947,4768500,192168565
SA,SAUDI ARABIA,3204450,126515850,12572950,506085571
SG,SINGAPORE,2200750,96998315,11007442,495306935
SE,SWEDEN,0,0,9625,501647
CH,SWITZERLAND,4701,771778,58161,4365762
TW,"TAIWAN, PROVINCE OF CHINA",4250,358740,58004,1613859
TH,THAILAND,0,0,72025,3651915
AE,UNITED ARAB EMIRATES,146220,4617242,754430,25110563
GB,UNITED KINGDOM,500,120214,9280,1616275
US,UNITED STATES,121105,10749841,625967,47874181
VN,VIETNAM,22,4445,12422,1341875
SUM,SUM,12895589,578200258,65633904,2946514794
