"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2017', 'Quantity')","('Sept 2017', 'CIF (Baht)')","('Jan - Sept 2017', 'Quantity')","('Jan - Sept 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,55063,3460116
AT,AUSTRIA,220,165692,11465,1110983
BE,BELGIUM,383060,18590715,3068650,162376371
BR,BRAZIL,119000,8397963,522875,40602994
CA,CANADA,0,0,30711,2893228
CN,CHINA,50151,2698966,384506,20319168
FI,FINLAND,0,0,49500,2828382
FR,FRANCE,0,0,3,25630
DE,GERMANY,6304,6500185,42420,32178511
HK,HONG KONG,0,0,11,2386
IN,INDIA,0,0,12000,1068509
ID,INDONESIA,35000,1503536,103500,4168189
IL,ISRAEL,0,0,165,63622
IT,ITALY,7000,978067,170502,12037719
JP,JAPAN,2127744,101387720,17294623,813210237
KR,"KOREA,REPUBLIC OF",161600,7462068,3219742,141527466
KW,KUWAIT,965250,35191415,5568750,222021526
LU,LUXEMBOURG,0,0,7,5328
MY,MALAYSIA,125000,4688247,2391250,98713957
NL,NETHERLANDS,0,0,40,11730
NZ,NEW ZEALAND,0,0,312,32362
NO,NORWAY,20530,1141666,20530,1141666
PH,PHILIPPINES,0,0,192000,8282200
QA,QATAR,1613380,61706651,17992240,738790250
SA,SAUDI ARABIA,2666850,101178275,22900775,921292307
SG,SINGAPORE,1320020,51804070,19157720,808779586
ES,SPAIN,0,0,241170,13025243
CH,SWITZERLAND,0,0,100640,5376004
TW,"TAIWAN, PROVINCE OF CHINA",302000,13270834,3094550,146307654
TH,THAILAND,150400,6226677,200136,8065210
AE,UNITED ARAB EMIRATES,1819575,71858827,11875375,485154590
GB,UNITED KINGDOM,0,0,888,576576
US,UNITED STATES,442507,20041198,3150001,159318095
VN,VIETNAM,48000,2054295,54726,2315521
SUM,SUM,12363591,516847067,111906846,4857083316
