"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2017', 'Quantity')","('May 2017', 'CIF (Baht)')","('Jan - May 2017', 'Quantity')","('Jan - May 2017', 'CIF (Baht)')"
AU,AUSTRALIA,10,3987,10,3987
AT,AUSTRIA,67500,3728710,337500,18892769
BE,BELGIUM,0,0,74350,3682938
CA,CANADA,0,0,4000,724051
CN,CHINA,27100,4581750,129975,19496215
FR,FRANCE,51605,2555056,529155,24582039
DE,GERMANY,3782,434190,21332,2695964
IN,INDIA,520,93570,4619,481282
ID,INDONESIA,7500,823423,116621,12964490
IT,ITALY,0,0,300,29715
JP,JAPAN,713415,48593343,4336387,292697035
KR,"KOREA,REPUBLIC OF",477450,23720821,1523030,79301429
MY,MALAYSIA,0,0,11575,531470
MX,MEXICO,0,0,545,339250
NL,NETHERLANDS,48125,3193349,353375,24394681
PH,PHILIPPINES,0,0,25,9250
SA,SAUDI ARABIA,247500,10062731,569250,23251597
SG,SINGAPORE,4702085,220266942,25677003,1198320563
ZA,SOUTH AFRICA,0,0,74250,2752999
ES,SPAIN,0,0,99050,9090780
CH,SWITZERLAND,0,0,1250,236622
TW,"TAIWAN, PROVINCE OF CHINA",315500,15816503,831500,41950084
TH,THAILAND,169,43018,6369,321716
AE,UNITED ARAB EMIRATES,606275,24975127,2584525,107609250
GB,UNITED KINGDOM,0,0,1065,428765
US,UNITED STATES,52643,5611913,321292,25165000
VN,VIETNAM,30,6400,36,7756
SUM,SUM,7321209,364510833,37608389,1889961697
