"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2014', 'Quantity')","('Jun 2014', 'CIF (Baht)')","('Jan - Jun 2014', 'Quantity')","('Jan - Jun 2014', 'CIF (Baht)')"
AU,AUSTRALIA,11000,787885,11000,787885
AT,AUSTRIA,28000,1964410,58750,4176666
BE,BELGIUM,0,0,24000,2505431
CN,CHINA,500,52210,82875,6242436
FI,FINLAND,2000,234946,8000,941149
IN,INDIA,120000,8183955,264000,17607190
IT,ITALY,0,0,12375,3070759
JP,JAPAN,154000,12285006,226000,19385742
KR,"KOREA,REPUBLIC OF",190200,13743528,1504850,106067025
MY,MALAYSIA,40000,2746985,85000,5631270
SA,SAUDI ARABIA,0,0,49500,2552631
SG,SINGAPORE,0,0,1,849
SE,SWEDEN,0,0,232575,18363424
TW,"TAIWAN, PROVINCE OF CHINA",11150,1031372,22150,2029612
AE,UNITED ARAB EMIRATES,26000,1418975,323700,17410813
US,UNITED STATES,177897,13739514,551186,38557810
VN,VIETNAM,0,0,235250,16707603
SUM,SUM,760747,56188786,3691212,262038295
