"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2013', 'Quantity')","('Nov 2013', 'CIF (Baht)')","('Jan - Nov 2013', 'Quantity')","('Jan - Nov 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,33783,1980821
AT,AUSTRIA,510,247814,10760,2742788
BE,BELGIUM,58750,5008981,527578,43975514
BR,BRAZIL,0,0,671,116757
CA,CANADA,750,231618,666257,32660588
CN,CHINA,399017,14345733,3568506,160181734
CZ,CZECH REPUBLIC,0,0,40000,10269876
FI,FINLAND,74250,4744223,74300,4798212
FR,FRANCE,0,0,24975,3746932
DE,GERMANY,30606,3147610,1706381,124951502
HK,HONG KONG,0,2746,587,107713
IN,INDIA,25,7861,55,13534
ID,INDONESIA,0,0,11273,3547780
IT,ITALY,0,0,2775,1146098
JP,JAPAN,333548,33844262,4080260,431255500
KR,"KOREA,REPUBLIC OF",219450,15156457,4337518,285341757
MY,MALAYSIA,50361,4067440,342013,24850818
MX,MEXICO,0,0,5207,1700514
NL,NETHERLANDS,600,46683,180750,13732934
NO,NORWAY,0,0,1,1398
PH,PHILIPPINES,0,0,8950,2208397
QA,QATAR,0,0,425250,18640997
SA,SAUDI ARABIA,1033200,50075244,9800300,443432532
SG,SINGAPORE,1039279,61361216,17591551,951092946
ES,SPAIN,297000,15050638,849752,42072930
SE,SWEDEN,0,0,40000,1555844
CH,SWITZERLAND,0,0,7090,949934
TW,"TAIWAN, PROVINCE OF CHINA",174569,9910104,1933920,106441454
TH,THAILAND,0,0,9850,642999
AE,UNITED ARAB EMIRATES,284750,14456776,2798450,129815404
GB,UNITED KINGDOM,550,120990,12090,2215770
US,UNITED STATES,1158240,114682598,11411699,1060676019
VN,VIETNAM,22000,1864880,115927,9903531
VG,VIRGIN ISLANDS (BRITISH),0,0,137,141409
SUM,SUM,5177455,348373874,60618616,3916912936
