"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2020', 'Quantity')","('Oct 2020', 'CIF (Baht)')","('Jan - Oct 2020', 'Quantity')","('Jan - Oct 2020', 'CIF (Baht)')"
CN,CHINA,5150,429451,134642,10812663
HK,HONG KONG,0,0,5,2589
IN,INDIA,73,19720,73,19720
IT,ITALY,0,0,450,45005
JP,JAPAN,0,0,139,159436
KR,"KOREA,REPUBLIC OF",98000,6636456,1392068,80676614
MY,MALAYSIA,10000,851915,80975,5734977
QA,QATAR,0,0,51000,1483624
SG,SINGAPORE,0,0,27975,6528239
TW,"TAIWAN, PROVINCE OF CHINA",0,0,27,7946
US,UNITED STATES,0,0,83824,9434513
VN,VIETNAM,0,0,1560,107696
SUM,SUM,113223,7937542,1772738,115013022
