"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'CIF (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'CIF (Baht)')"
AU,AUSTRALIA,20,9507,13609,1442553
AT,AUSTRIA,0,0,4125,325745
BE,BELGIUM,8575,938373,101080,7866192
BR,BRAZIL,594000,28124284,11732375,580035045
CA,CANADA,0,0,74260,3576832
CN,CHINA,22725,1416874,412737,23859131
DK,DENMARK,0,0,294,2385
FI,FINLAND,173025,10737492,743400,43772678
FR,FRANCE,0,0,0,2349
DE,GERMANY,292380,20702809,3530534,242840812
HK,HONG KONG,0,0,4,2215
IN,INDIA,0,0,16712,721858
ID,INDONESIA,8750,1623063,15376,3980291
IL,ISRAEL,0,0,92060,7809228
IT,ITALY,4050,989372,7546,1749739
JP,JAPAN,218101,17240061,2294652,193683644
KR,"KOREA,REPUBLIC OF",284600,19647782,2828800,154785676
KW,KUWAIT,346500,12862782,4108500,157179761
LA,LAO PDR,0,0,925,44400
LU,LUXEMBOURG,225,101068,8250,1423309
MY,MALAYSIA,4442588,180325996,49437477,2058937365
NL,NETHERLANDS,185730,11743282,2756466,171351733
NZ,NEW ZEALAND,0,0,1,691
NO,NORWAY,83940,4840388,400250,23488018
PH,PHILIPPINES,0,160,0,160
QA,QATAR,1292000,50330165,9809000,394918713
RU,RUSSIAN FEDERATION,0,0,50000,2039775
SA,SAUDI ARABIA,2510500,96379172,29032625,1162292709
SG,SINGAPORE,2130100,92136886,23996673,1080106859
ZA,SOUTH AFRICA,35,7520,35,7520
ES,SPAIN,90680,7432337,160682,13424185
SE,SWEDEN,0,0,9625,501647
CH,SWITZERLAND,20,19104,62501,5152654
TW,"TAIWAN, PROVINCE OF CHINA",19100,1750636,150231,6467742
TH,THAILAND,0,0,112825,5148585
TR,TÜRKIYE,23375,723628,23375,723628
AE,UNITED ARAB EMIRATES,60900,2388853,1238050,41752973
GB,UNITED KINGDOM,0,0,18742,3051946
US,UNITED STATES,346965,16107783,1806540,124962860
VN,VIETNAM,6000,839150,31572,3941465
SUM,SUM,13144884,579418527,145081909,6523375071
