"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2014', 'Quantity')","('Aug 2014', 'CIF (Baht)')","('Jan - Aug 2014', 'Quantity')","('Jan - Aug 2014', 'CIF (Baht)')"
CN,CHINA,51000,3989581,75725,6329079
FR,FRANCE,0,0,11000,927580
DE,GERMANY,0,0,1000,117562
IT,ITALY,0,0,42950,7019619
JP,JAPAN,4,11120,4,11120
KR,"KOREA,REPUBLIC OF",54462,4776656,589540,44886271
MY,MALAYSIA,6330,609720,17690,1729803
ES,SPAIN,23000,1935581,23000,1935581
TW,"TAIWAN, PROVINCE OF CHINA",0,0,95,19375
GB,UNITED KINGDOM,200,16202,22910,2365807
US,UNITED STATES,0,0,15527,1798608
VN,VIETNAM,600,154000,2400,623808
SUM,SUM,135596,11492860,801841,67764213
