"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2017', 'Quantity')","('Jul 2017', 'CIF (Baht)')","('Jan - Jul 2017', 'Quantity')","('Jan - Jul 2017', 'CIF (Baht)')"
AT,AUSTRIA,0,0,24750,1379852
BE,BELGIUM,99000,6320652,119020,7185708
BR,BRAZIL,196500,12245666,4863771,259278517
CN,CHINA,27825,1075819,220769,11858871
FI,FINLAND,49500,2864573,445500,24539615
DE,GERMANY,663298,36714383,2650245,167702166
HK,HONG KONG,29,101772,29,101772
IN,INDIA,75,13006,7326,473934
ID,INDONESIA,8500,794242,176595,13547179
IL,ISRAEL,20400,1646393,82400,6811205
IT,ITALY,26,15955,26,19287
JP,JAPAN,279984,22996148,1921812,148568938
KR,"KOREA,REPUBLIC OF",296524,16166803,2006779,114377169
KW,KUWAIT,272250,10638638,2549250,106160782
LA,LAO PDR,0,0,27500,1292500
MY,MALAYSIA,3867880,174413577,20064300,939709999
MX,MEXICO,0,0,99000,4598041
NL,NETHERLANDS,285020,18355320,1809705,108317598
NO,NORWAY,0,0,52250,3034899
QA,QATAR,484500,20521224,4589526,204992378
SA,SAUDI ARABIA,2824900,116512989,18638874,820974954
SG,SINGAPORE,2242550,107274612,16812161,846134178
ZA,SOUTH AFRICA,0,0,99000,4057657
ES,SPAIN,55700,4644967,212686,18324617
SE,SWEDEN,7,7593,7,7593
CH,SWITZERLAND,0,0,660,198900
TW,"TAIWAN, PROVINCE OF CHINA",750,144828,10335,1245317
TH,THAILAND,0,0,31200,1547676
AE,UNITED ARAB EMIRATES,315820,10491330,1178254,38711635
GB,UNITED KINGDOM,0,0,19954,3347422
US,UNITED STATES,38726,2760917,763902,61912415
VN,VIETNAM,6200,883789,86373,7217945
SUM,SUM,12035964,567605196,79563959,3927630719
