"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'CIF (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,52108,3075120
AT,AUSTRIA,260,161587,4375,1127511
BE,BELGIUM,198000,10315796,2382699,119379430
CA,CANADA,155,69733,657,329694
CN,CHINA,1245254,66324522,21371011,1056939182
EG,EGYPT,0,0,50,18964
FI,FINLAND,0,0,233750,14260181
FR,FRANCE,0,0,32250,1130923
DE,GERMANY,0,0,111331,27554157
HK,HONG KONG,0,0,25203,1084077
HU,HUNGARY,0,0,50,20767
IN,INDIA,82310,2375867,3065593,107075830
ID,INDONESIA,19125,1183177,341376,35859765
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,750,71696
IL,ISRAEL,0,0,151000,10618520
IT,ITALY,2000,133734,69994,7155474
JP,JAPAN,669234,55488079,9973747,700269685
KE,KENYA,0,0,70000,3554662
KR,"KOREA,REPUBLIC OF",1644210,72941383,27604564,1285913438
MY,MALAYSIA,101523,11850532,1290510,127942698
MX,MEXICO,0,0,1727,425533
NL,NETHERLANDS,49500,4371942,801700,73324125
NZ,NEW ZEALAND,0,0,2740,2931501
RO,ROMANIA,0,0,24,10374
RU,RUSSIAN FEDERATION,0,0,180,91460
SA,SAUDI ARABIA,2652700,104043987,45652205,1771552083
SG,SINGAPORE,1231980,61187006,16774214,831650343
SK,SLOVAKIA,0,0,19400,1201402
ZA,SOUTH AFRICA,24750,950245,297000,11310181
ES,SPAIN,0,0,49500,4357791
CH,SWITZERLAND,0,0,20,6165
TW,"TAIWAN, PROVINCE OF CHINA",222904,10235842,1073340,54949888
TH,THAILAND,11000,542322,222200,11868663
TR,TÜRKIYE,510,122195,1420,247849
UA,UKRAINE,0,0,47050,1961097
AE,UNITED ARAB EMIRATES,101750,4085770,3220875,127497872
GB,UNITED KINGDOM,10,37954,2710,201909
US,UNITED STATES,26645,2664644,916444,67905014
VN,VIETNAM,1575,222410,1178320,52348643
SUM,SUM,8285395,409308727,137042087,6517223667
