"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2020', 'Quantity')","('Mar 2020', 'CIF (Baht)')","('Jan - Mar 2020', 'Quantity')","('Jan - Mar 2020', 'CIF (Baht)')"
BE,BELGIUM,0,0,24750,878015
BR,BRAZIL,0,0,2750,252303
CN,CHINA,14400,575310,14400,575310
FR,FRANCE,0,0,1,610
DE,GERMANY,0,0,21,8800
HK,HONG KONG,21,5899,21,5899
IN,INDIA,0,0,3001,255301
JP,JAPAN,26500,1490295,76000,4683252
KR,"KOREA,REPUBLIC OF",24789,1220176,24789,1220176
MY,MALAYSIA,24050,865496,24156,972211
QA,QATAR,306000,7892179,306000,7892179
SA,SAUDI ARABIA,244350,7607406,810450,22857071
TW,"TAIWAN, PROVINCE OF CHINA",0,0,30,25506
AE,UNITED ARAB EMIRATES,10500,375619,10500,375619
US,UNITED STATES,135250,4033661,135280,4081496
VN,VIETNAM,0,0,35000,1380121
SUM,SUM,785860,24066041,1467149,45463869
