"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2013', 'Quantity')","('Nov 2013', 'CIF (Baht)')","('Jan - Nov 2013', 'Quantity')","('Jan - Nov 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,7,1737
CN,CHINA,12000,709697,138620,8286037
DE,GERMANY,0,0,28820,1906795
IL,ISRAEL,0,0,44800,3471652
JP,JAPAN,11152,684244,79186,7825835
KR,"KOREA,REPUBLIC OF",36000,1889854,72000,3650611
MY,MALAYSIA,0,0,27,6238
NL,NETHERLANDS,0,0,49502,3282913
QA,QATAR,0,0,280500,12660719
SA,SAUDI ARABIA,0,0,32000,1416940
SG,SINGAPORE,0,0,220,91173
ES,SPAIN,24750,1252872,24750,1252872
CH,SWITZERLAND,0,0,0,1557
TW,"TAIWAN, PROVINCE OF CHINA",0,0,20000,2022924
TH,THAILAND,0,0,2250,359978
US,UNITED STATES,18157,5507920,63537,18285742
SUM,SUM,102059,10044587,836219,64523723
