"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2012', 'Quantity')","('Sept 2012', 'CIF (Baht)')","('Jan - Sept 2012', 'Quantity')","('Jan - Sept 2012', 'CIF (Baht)')"
CN,CHINA,48,3008,286492,11547193
HK,HONG KONG,0,0,20956,1034032
IN,INDIA,0,0,106500,5436005
ID,INDONESIA,2500,201323,458855,31099939
IL,ISRAEL,0,0,360,37150
JP,JAPAN,0,0,91950,5510834
KR,"KOREA,REPUBLIC OF",0,0,437200,22194210
KW,KUWAIT,0,0,1732500,69702305
MY,MALAYSIA,1320000,55740738,7215500,316695811
QA,QATAR,102000,4123097,2677500,105883373
SA,SAUDI ARABIA,1897000,78090459,15911290,655997020
SG,SINGAPORE,0,0,1164900,54052626
TR,TÜRKIYE,0,0,12,4711
AE,UNITED ARAB EMIRATES,1039500,43536504,7040750,299138935
US,UNITED STATES,350512,16268624,2519618,118426856
SUM,SUM,4711560,197963753,39664383,1696761000
