"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2021', 'Quantity')","('Oct 2021', 'CIF (Baht)')","('Jan - Oct 2021', 'Quantity')","('Jan - Oct 2021', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,37300,567802
BE,BELGIUM,24750,1265926,123750,6537335
BR,BRAZIL,0,0,2750,259381
CN,CHINA,309,93471,50649,514546
ID,INDONESIA,0,0,60000,2452328
JP,JAPAN,14000,883917,227326,13385480
KR,"KOREA,REPUBLIC OF",5100,505537,110650,9706855
QA,QATAR,0,0,688500,27976348
SA,SAUDI ARABIA,198000,7872831,2843400,108875699
SG,SINGAPORE,49500,2086588,49501,2086714
ES,SPAIN,0,0,30,19522
CH,SWITZERLAND,0,0,0,709
TW,"TAIWAN, PROVINCE OF CHINA",0,0,444000,18314384
AE,UNITED ARAB EMIRATES,0,0,2750,134367
US,UNITED STATES,110,97848,41328,2341484
SUM,SUM,291769,12806118,4681934,193172954
