"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2017', 'Quantity')","('Mar 2017', 'CIF (Baht)')","('Jan - Mar 2017', 'Quantity')","('Jan - Mar 2017', 'CIF (Baht)')"
BE,BELGIUM,412840,22108886,889430,47616614
BR,BRAZIL,22500,2221006,94300,9036007
CA,CANADA,0,0,12000,1009873
CN,CHINA,58800,3639543,74600,5014556
DE,GERMANY,12000,3089878,13930,8352636
ID,INDONESIA,17000,717784,17000,717784
IL,ISRAEL,0,0,80,33460
IT,ITALY,5000,680581,60750,3869584
JP,JAPAN,1818804,81848770,5062417,226961163
KR,"KOREA,REPUBLIC OF",568247,25931563,1391277,62709744
KW,KUWAIT,841500,34614143,1881000,77193782
MY,MALAYSIA,17500,726580,941000,41127720
PH,PHILIPPINES,80000,3434104,192000,8282200
QA,QATAR,2473500,103691973,4513500,189131687
SA,SAUDI ARABIA,2380000,100038555,6909250,286183872
SG,SINGAPORE,2565370,112777431,8169385,355007780
ES,SPAIN,106820,5974210,241170,13025243
TW,"TAIWAN, PROVINCE OF CHINA",576200,27603407,1705200,82232672
TH,THAILAND,0,0,7734,292012
AE,UNITED ARAB EMIRATES,1683000,73124203,4876375,204074857
GB,UNITED KINGDOM,0,0,120,202489
US,UNITED STATES,95623,5228456,386457,23219941
VN,VIETNAM,0,0,6600,247051
SUM,SUM,13734704,607451073,37445575,1645542727
