"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2021', 'Quantity')","('Jun 2021', 'CIF (Baht)')","('Jan - Jun 2021', 'Quantity')","('Jan - Jun 2021', 'CIF (Baht)')"
AR,ARGENTINA,0,0,700,70202
AU,AUSTRALIA,0,0,528690,19515216
AT,AUSTRIA,11000,856112,36630,2709883
BE,BELGIUM,0,0,3250,155030
CN,CHINA,915266,50936426,9879141,506103909
DE,GERMANY,8000,774281,54689,5449789
HK,HONG KONG,1109,286792,1117,289087
IN,INDIA,226525,5304274,869195,24822123
ID,INDONESIA,19250,2246087,176995,15302369
IT,ITALY,46,19005,10246,747128
JP,JAPAN,650389,49428090,4134051,276173773
KR,"KOREA,REPUBLIC OF",720025,33864257,5830310,254151953
LA,LAO PDR,25,3159,25,3159
MY,MALAYSIA,20000,3158300,245683,30280295
MX,MEXICO,0,0,250,13393
NL,NETHERLANDS,24750,2040183,123785,9775571
NZ,NEW ZEALAND,0,0,3000,205070
OM,OMAN,544500,22012087,2178350,82099811
SA,SAUDI ARABIA,1971405,83792353,8550215,353554287
SG,SINGAPORE,824606,44682165,4046394,208192950
ZA,SOUTH AFRICA,0,0,544500,17554047
ES,SPAIN,0,0,25,10532
TW,"TAIWAN, PROVINCE OF CHINA",154550,9050119,1372286,68559157
AE,UNITED ARAB EMIRATES,778250,33764582,4597014,184854577
GB,UNITED KINGDOM,8400,776931,11651,2048764
US,UNITED STATES,2956,380644,195355,6597281
VN,VIETNAM,27622,1288591,63150,3383139
SUM,SUM,6908674,344664438,43456697,2072622495
