"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2021', 'Quantity')","('Aug 2021', 'CIF (Baht)')","('Jan - Aug 2021', 'Quantity')","('Jan - Aug 2021', 'CIF (Baht)')"
AU,AUSTRALIA,495000,22658215,495000,22658215
AT,AUSTRIA,0,0,10395,755405
BE,BELGIUM,71420,4406283,459387,23350663
BR,BRAZIL,0,0,49500,1660797
CN,CHINA,536580,33666148,3545018,218574346
CZ,CZECH REPUBLIC,1,1120,1,1120
FI,FINLAND,0,0,163625,10842932
DE,GERMANY,1375,261872,137881,9176808
HK,HONG KONG,0,0,10,2880
HU,HUNGARY,0,0,2750,198459
IN,INDIA,1106200,47643172,1587830,68502218
ID,INDONESIA,71000,5833167,205242,16228728
IL,ISRAEL,0,0,108020,8521794
JP,JAPAN,323730,18625412,3365662,206369389
KR,"KOREA,REPUBLIC OF",1456100,66479161,9741950,428047393
MY,MALAYSIA,45752,4267967,507228,39359571
NO,NORWAY,0,0,5,1150
OM,OMAN,544500,20945613,2600950,99442932
SA,SAUDI ARABIA,2263250,93077234,16187250,645202343
SG,SINGAPORE,798764,39689265,6114733,287625405
ZA,SOUTH AFRICA,24750,1009597,126329,5767708
ES,SPAIN,0,0,37925,3137277
TW,"TAIWAN, PROVINCE OF CHINA",27379,1555204,917804,51171937
TH,THAILAND,15000,821695,418650,18569644
AE,UNITED ARAB EMIRATES,148500,6843618,1252500,55284221
GB,UNITED KINGDOM,0,0,100,25407
US,UNITED STATES,305161,13470219,1725875,79218258
VN,VIETNAM,513000,21096311,1314801,55148749
SUM,SUM,8747462,402351273,51076421,2354845749
