"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2022', 'Quantity')","('Sept 2022', 'CIF (Baht)')","('Jan - Sept 2022', 'Quantity')","('Jan - Sept 2022', 'CIF (Baht)')"
BE,BELGIUM,0,0,11350,1344799
CN,CHINA,0,0,804950,63101961
JP,JAPAN,36000,3872276,782300,66676431
KR,"KOREA,REPUBLIC OF",354000,30779959,3070000,237459376
MY,MALAYSIA,0,0,500,25076
AE,UNITED ARAB EMIRATES,11000,654754,327950,25260625
GB,UNITED KINGDOM,2500,376980,43050,4061235
US,UNITED STATES,369760,32162741,4073210,301036513
VN,VIETNAM,0,0,125123,7842284
SUM,SUM,773260,67846710,9238433,706808300
