"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2017', 'Quantity')","('Sept 2017', 'CIF (Baht)')","('Jan - Sept 2017', 'Quantity')","('Jan - Sept 2017', 'CIF (Baht)')"
BE,BELGIUM,0,0,24000,2318904
CN,CHINA,38800,2235381,406072,24325280
DE,GERMANY,0,0,12005,1237929
HK,HONG KONG,0,0,12746,615509
IT,ITALY,6875,1085607,17875,2977098
JP,JAPAN,42500,4620601,316635,36013008
KR,"KOREA,REPUBLIC OF",24000,1516647,125200,7858305
SG,SINGAPORE,1675,161006,84675,5750339
SE,SWEDEN,0,0,40600,4118292
AE,UNITED ARAB EMIRATES,0,0,52000,2440849
GB,UNITED KINGDOM,0,0,12,39104
US,UNITED STATES,150,7573,89143,5935800
VN,VIETNAM,11000,606859,11000,606859
SUM,SUM,125000,10233674,1191963,94237276
