"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2020', 'Quantity')","('Aug 2020', 'CIF (Baht)')","('Jan - Aug 2020', 'Quantity')","('Jan - Aug 2020', 'CIF (Baht)')"
CA,CANADA,0,0,10000,1456900
CN,CHINA,1,421,34542,7393534
FR,FRANCE,0,0,2,1175
DE,GERMANY,0,0,28,2099
JP,JAPAN,7625,1226841,16927,2954406
MY,MALAYSIA,0,0,0,57
NL,NETHERLANDS,0,0,25,13671
SG,SINGAPORE,1,227,10,1745
TW,"TAIWAN, PROVINCE OF CHINA",0,0,121,11577
GB,UNITED KINGDOM,0,0,648,331702
US,UNITED STATES,0,0,45315,1853088
VN,VIETNAM,0,0,6,869
SUM,SUM,7627,1227489,107624,14020823
