"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2015', 'Quantity')","('Apr 2015', 'CIF (Baht)')","('Jan - Apr 2015', 'Quantity')","('Jan - Apr 2015', 'CIF (Baht)')"
CN,CHINA,82000,7239213,275825,23955402
FI,FINLAND,0,0,3750,423933
JP,JAPAN,0,0,332690,20614393
KR,"KOREA,REPUBLIC OF",91200,5358331,493600,30808615
MY,MALAYSIA,0,0,100000,5886456
SA,SAUDI ARABIA,0,0,49500,2052856
SE,SWEDEN,71000,5861824,195150,15370135
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11550,1136448
AE,UNITED ARAB EMIRATES,13000,606414,250900,12502170
GB,UNITED KINGDOM,0,0,11000,1098255
US,UNITED STATES,73708,3868797,304228,19949699
VN,VIETNAM,0,0,172500,11980394
SUM,SUM,330908,22934579,2200693,145778756
