"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2013', 'Quantity')","('Oct 2013', 'CIF (Baht)')","('Jan - Oct 2013', 'Quantity')","('Jan - Oct 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,1100,236038
BE,BELGIUM,119976,7110336,708527,39690360
BR,BRAZIL,0,0,18000,1016922
CA,CANADA,17000,1403668,46000,3511834
CN,CHINA,29796,1710221,330189,18495447
FR,FRANCE,0,0,22000,1745746
DE,GERMANY,21000,1853682,172502,14980382
HK,HONG KONG,3970,264141,10044,789711
ID,INDONESIA,0,0,69843,4831952
IT,ITALY,1050,260241,27540,3792850
JP,JAPAN,118620,10508344,847336,71483889
KR,"KOREA,REPUBLIC OF",478500,25528887,2705327,138749724
MY,MALAYSIA,214339,8189957,1983726,81405332
MX,MEXICO,0,0,25101,3092291
NL,NETHERLANDS,0,0,1,1487
SG,SINGAPORE,15000,519345,109443,4159622
SE,SWEDEN,400,16839,400,22320
CH,SWITZERLAND,0,0,30000,3346881
TW,"TAIWAN, PROVINCE OF CHINA",73500,3709102,963210,55596530
GB,UNITED KINGDOM,0,0,12150,1567534
US,UNITED STATES,11325,895654,336845,34922865
VN,VIETNAM,29200,636815,571162,10664014
SUM,SUM,1133676,62607232,8990446,494103731
