"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2022', 'Quantity')","('Oct 2022', 'CIF (Baht)')","('Jan - Oct 2022', 'Quantity')","('Jan - Oct 2022', 'CIF (Baht)')"
AU,AUSTRALIA,25,6246,16048,728328
BE,BELGIUM,626715,37853971,4741090,318251535
BR,BRAZIL,459375,49221053,3609075,363898479
BG,BULGARIA,0,0,560300,39005982
CA,CANADA,0,0,39109,3002350
CN,CHINA,135176,8564382,2029313,113102276
CZ,CZECH REPUBLIC,0,0,6,3350
FR,FRANCE,114750,9200739,1047380,79907417
DE,GERMANY,13955,6813462,486628,100916210
GH,GHANA,0,0,100,91758
IN,INDIA,0,0,37004,1886493
ID,INDONESIA,82000,5315642,401150,22817776
IL,ISRAEL,0,0,10,6598
IT,ITALY,5500,415715,2810870,206688971
JP,JAPAN,759393,51946597,8918605,574790605
KR,"KOREA,REPUBLIC OF",1749250,67976614,16545735,743795752
KW,KUWAIT,198000,7399939,2029500,88047447
MY,MALAYSIA,553500,22189069,5371418,239288625
MX,MEXICO,0,0,175,61385
NL,NETHERLANDS,14000,2027703,19060,3091940
NO,NORWAY,0,0,120280,9363063
OM,OMAN,346500,12993047,3019500,128572393
PH,PHILIPPINES,0,0,100,6094
QA,QATAR,1685670,72591703,13647710,633347651
RU,RUSSIAN FEDERATION,0,0,643500,26554003
SA,SAUDI ARABIA,913600,36117554,10164499,448554688
SG,SINGAPORE,1317710,57376878,11780285,555239183
ZA,SOUTH AFRICA,0,0,250,43352
TW,"TAIWAN, PROVINCE OF CHINA",153000,8851964,1882301,105349368
TH,THAILAND,0,0,59115,2953712
AE,UNITED ARAB EMIRATES,198050,10912891,3547550,185186838
GB,UNITED KINGDOM,100,60531,131,83004
US,UNITED STATES,313549,18277001,10002991,599705959
VN,VIETNAM,18000,749808,68124,2941103
SUM,SUM,9657818,486862509,103598912,5597283688
