"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2013', 'Quantity')","('Jun 2013', 'CIF (Baht)')","('Jan - Jun 2013', 'Quantity')","('Jan - Jun 2013', 'CIF (Baht)')"
BE,BELGIUM,0,0,469731,28447631
CA,CANADA,500,116160,400500,17510955
CN,CHINA,113800,5801530,658381,32916778
DK,DENMARK,0,0,710,957130
FI,FINLAND,49500,3079976,247325,15502389
FR,FRANCE,2750,261600,2883,344535
DE,GERMANY,39123,4090542,350755,34525983
IN,INDIA,1000,47862,1525,65905
ID,INDONESIA,3106,1309191,9731,4518873
IL,ISRAEL,0,0,9,4301
IT,ITALY,0,0,585,113040
JP,JAPAN,360090,24523746,2037146,158112688
KR,"KOREA,REPUBLIC OF",224500,10886550,1461105,75015278
KW,KUWAIT,495000,20834259,2450250,104432993
LU,LUXEMBOURG,24000,1487576,24000,1487576
MY,MALAYSIA,3578272,156123133,21301190,944401305
NL,NETHERLANDS,199980,13501244,923970,67778722
NZ,NEW ZEALAND,16000,370099,80000,1833484
NO,NORWAY,0,0,99000,6009326
QA,QATAR,663000,28851173,4402500,184654313
SA,SAUDI ARABIA,3192587,135690287,13913437,608818515
SG,SINGAPORE,1891008,90905530,10258133,490184221
ES,SPAIN,81000,7187446,585250,53089103
SE,SWEDEN,300,27443,300,27443
CH,SWITZERLAND,1000,216095,4840,1083509
TW,"TAIWAN, PROVINCE OF CHINA",200,6136,59395,3780649
AE,UNITED ARAB EMIRATES,300,14931,593900,25563481
GB,UNITED KINGDOM,0,0,1260,224425
US,UNITED STATES,448993,30501111,1795573,115228278
VN,VIETNAM,8750,916648,28476,3044690
SUM,SUM,11394759,536750268,62161860,2979677519
