"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2014', 'Quantity')","('Aug 2014', 'CIF (Baht)')","('Jan - Aug 2014', 'Quantity')","('Jan - Aug 2014', 'CIF (Baht)')"
BE,BELGIUM,0,14152,4,20899
BR,BRAZIL,0,0,4202,1493677
CN,CHINA,11760,1116594,24944,2425465
FR,FRANCE,23120,2157945,66232,6752238
DE,GERMANY,525,94154,18352,5613054
JP,JAPAN,27135,2248679,469057,36763506
KR,"KOREA,REPUBLIC OF",192540,14107193,1441098,110959850
MY,MALAYSIA,160,32000,160,32000
NL,NETHERLANDS,0,0,1,30714
RU,RUSSIAN FEDERATION,0,0,6750,1469879
SG,SINGAPORE,0,0,360,40061
TW,"TAIWAN, PROVINCE OF CHINA",0,0,8000,724052
GB,UNITED KINGDOM,0,0,180,55998
US,UNITED STATES,3375,721156,4262,914164
SUM,SUM,258615,20491873,2043602,167295557
