"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2013', 'Quantity')","('Jul 2013', 'CIF (Baht)')","('Jan - Jul 2013', 'Quantity')","('Jan - Jul 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,0,5500
BR,BRAZIL,0,0,1660,289636
CN,CHINA,0,0,14100,1274173
FR,FRANCE,28848,2113387,66029,6542327
DE,GERMANY,2275,390061,12588,3490561
IN,INDIA,200,18004,215,20455
JP,JAPAN,57175,4858745,299543,24919273
KR,"KOREA,REPUBLIC OF",170070,11199285,1455615,90545040
MY,MALAYSIA,0,0,0,2500
RU,RUSSIAN FEDERATION,3375,697346,10125,2038052
TW,"TAIWAN, PROVINCE OF CHINA",1000,85964,1000,91764
US,UNITED STATES,1360,221189,2996,880382
SUM,SUM,264303,19583981,1863871,130099663
