"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2019', 'Quantity')","('Jul 2019', 'CIF (Baht)')","('Jan - Jul 2019', 'Quantity')","('Jan - Jul 2019', 'CIF (Baht)')"
BE,BELGIUM,0,0,24000,2626243
CN,CHINA,30400,2241456,142475,11012476
DE,GERMANY,0,0,100,53641
HK,HONG KONG,0,0,1180,154048
JP,JAPAN,62000,4191130,1073400,77189061
KR,"KOREA,REPUBLIC OF",22200,1131833,933456,53381797
MY,MALAYSIA,30000,2001220,90000,5852584
AE,UNITED ARAB EMIRATES,42000,1788358,2019750,87130522
US,UNITED STATES,460191,24502752,2464580,144590496
VN,VIETNAM,16875,898435,131350,7113202
SUM,SUM,663666,36755184,6880291,389104070
