"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2016', 'Quantity')","('Aug 2016', 'CIF (Baht)')","('Jan - Aug 2016', 'Quantity')","('Jan - Aug 2016', 'CIF (Baht)')"
BE,BELGIUM,0,0,72000,7315325
CN,CHINA,0,0,2500,95436
JP,JAPAN,0,0,4487,667958
KR,"KOREA,REPUBLIC OF",198000,12573980,240371,16728331
QA,QATAR,0,0,330000,13702574
SG,SINGAPORE,714000,30337752,6701925,293761078
SE,SWEDEN,0,0,56000,5511362
AE,UNITED ARAB EMIRATES,24700,1129718,630500,29067319
US,UNITED STATES,334241,18718860,582076,34304082
VN,VIETNAM,0,0,53,12243
SUM,SUM,1270941,62760310,8619912,401165708
