"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2013', 'Quantity')","('Sept 2013', 'CIF (Baht)')","('Jan - Sept 2013', 'Quantity')","('Jan - Sept 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,16470,1018279
AT,AUSTRIA,22500,1414239,32500,2013195
BE,BELGIUM,22250,2866097,107290,12022107
BR,BRAZIL,0,0,18387,2640137
CA,CANADA,0,0,32000,5152036
CN,CHINA,79475,8680440,820765,93202016
CZ,CZECH REPUBLIC,0,0,1500,244184
FR,FRANCE,3980,1377430,39520,8661094
DE,GERMANY,5320,1024321,32512,4330697
HK,HONG KONG,500,78726,41825,3515923
IN,INDIA,0,0,500,40596
ID,INDONESIA,2500,218246,49058,4782497
IT,ITALY,0,0,5517,660634
JP,JAPAN,1045847,77950483,14299897,936732464
KR,"KOREA,REPUBLIC OF",607500,32876335,6673850,338308172
LU,LUXEMBOURG,0,0,400,182004
MY,MALAYSIA,45000,2063044,686624,31836814
NL,NETHERLANDS,181500,13109857,1182300,80135693
NZ,NEW ZEALAND,0,0,80,12140
SA,SAUDI ARABIA,346500,16987197,2386750,109975233
SG,SINGAPORE,4418925,239676818,45785975,2309218186
ES,SPAIN,0,0,5510,592693
CH,SWITZERLAND,1,4495,1,4495
TW,"TAIWAN, PROVINCE OF CHINA",273030,16083601,1719554,96230689
TH,THAILAND,0,0,77250,5264535
AE,UNITED ARAB EMIRATES,99000,4683750,737150,33038139
GB,UNITED KINGDOM,0,0,60000,5466746
US,UNITED STATES,0,0,245514,19564845
VN,VIETNAM,3000,1123153,80000,18333954
SUM,SUM,7156828,420218232,75138699,4123180197
