"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'CIF (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,90,130261
AT,AUSTRIA,0,0,10,11099
BE,BELGIUM,1525,145532,62394,3965454
BR,BRAZIL,1782000,91405250,5405150,266265379
CA,CANADA,40625,375687,148315,1315376
CN,CHINA,143745,6781605,830932,40665731
CZ,CZECH REPUBLIC,0,0,86,28620
DK,DENMARK,0,0,300,73118
FI,FINLAND,49150,2677145,370900,20772316
FR,FRANCE,0,0,22000,1584109
DE,GERMANY,415048,28226868,2170071,149073921
HK,HONG KONG,0,0,18226,40887
IN,INDIA,0,0,1050,91807
ID,INDONESIA,1250,640063,12712,4138758
IL,ISRAEL,21700,1773110,41300,3393336
IT,ITALY,2000,615484,70110,6306119
JP,JAPAN,154160,13639883,1179527,97693756
KR,"KOREA,REPUBLIC OF",200000,9905197,1667329,85639771
KW,KUWAIT,222750,7494504,2227500,73872832
LU,LUXEMBOURG,12225,1440388,60075,7373743
MY,MALAYSIA,4066788,144935531,32459918,1151858448
NL,NETHERLANDS,327700,19182362,1737307,106945136
NO,NORWAY,51540,2844459,280510,15618864
QA,QATAR,688500,23562760,5712025,191325192
RU,RUSSIAN FEDERATION,0,0,1,1165
SA,SAUDI ARABIA,3109500,110507137,21557725,743951040
SG,SINGAPORE,1532750,58429712,12035249,459263137
CH,SWITZERLAND,0,0,1480,261620
TW,"TAIWAN, PROVINCE OF CHINA",7240,843459,20800,2211946
TH,THAILAND,0,0,130000,4841164
AE,UNITED ARAB EMIRATES,60500,2187109,616000,21460104
GB,UNITED KINGDOM,0,0,10001,1272154
US,UNITED STATES,192352,12411651,1538025,71910613
VN,VIETNAM,25,3574,21673,1771251
SUM,SUM,13083073,540028470,90408791,3535128227
