"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2013', 'Quantity')","('Sept 2013', 'CIF (Baht)')","('Jan - Sept 2013', 'Quantity')","('Jan - Sept 2013', 'CIF (Baht)')"
AT,AUSTRIA,0,0,2750,207213
BE,BELGIUM,0,0,77,43197
CA,CANADA,0,0,96250,4706655
CN,CHINA,0,0,16000,728900
HK,HONG KONG,0,0,16000,767001
JP,JAPAN,17,5481,384,142647
KR,"KOREA,REPUBLIC OF",0,0,44002,2112816
NL,NETHERLANDS,0,0,25,8055
QA,QATAR,25000,1206532,101500,4382775
SA,SAUDI ARABIA,0,0,451250,19894715
SG,SINGAPORE,24750,1343527,74250,3825620
SK,SLOVAKIA,0,0,5,3733
ES,SPAIN,123750,5799733,123750,5799733
AE,UNITED ARAB EMIRATES,0,0,200,39639
US,UNITED STATES,0,0,290150,15635699
SUM,SUM,173517,8355273,1216593,58298398
