"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
AU,AUSTRALIA,126,112862,55236,3591006
AT,AUSTRIA,0,0,11465,1110983
BE,BELGIUM,319780,16032387,3852860,201571411
BR,BRAZIL,49500,4582578,621875,47331928
CA,CANADA,0,0,30711,2893228
CN,CHINA,73825,4025113,538381,28245736
FI,FINLAND,0,0,99000,5675925
FR,FRANCE,0,0,3,25630
DE,GERMANY,17304,4394704,61504,40839715
HK,HONG KONG,0,0,11,2386
IN,INDIA,0,0,12000,1068509
ID,INDONESIA,35000,1670941,138500,5839130
IL,ISRAEL,0,0,165,63622
IT,ITALY,26000,1069606,206502,14513083
JP,JAPAN,1488941,69271281,20344463,962967259
KR,"KOREA,REPUBLIC OF",311205,14331602,3821947,167606169
KW,KUWAIT,643500,25169997,6682500,264877607
LU,LUXEMBOURG,0,0,7,5328
MY,MALAYSIA,129500,5515078,2546005,105220166
NL,NETHERLANDS,1000,173433,1140,265672
NZ,NEW ZEALAND,0,0,312,32362
NO,NORWAY,139320,7773103,159850,8914769
PH,PHILIPPINES,0,0,192000,8282200
QA,QATAR,1911500,77085108,21963520,895578210
SA,SAUDI ARABIA,1627350,66169875,26356475,1059430117
SG,SINGAPORE,1045110,44398454,21542030,907740836
ES,SPAIN,0,0,241170,13025243
CH,SWITZERLAND,0,0,100640,5376004
TW,"TAIWAN, PROVINCE OF CHINA",506000,28672452,4016550,193784901
TH,THAILAND,0,0,215336,8713918
AE,UNITED ARAB EMIRATES,816750,34202846,13533600,553312820
GB,UNITED KINGDOM,0,0,888,576576
US,UNITED STATES,1559916,70445639,5892523,282139990
VN,VIETNAM,0,0,54726,2315521
SUM,SUM,10701627,475097059,133293895,5792937960
