"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2018', 'Quantity')","('Nov 2018', 'CIF (Baht)')","('Jan - Nov 2018', 'Quantity')","('Jan - Nov 2018', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,400,102597
AT,AUSTRIA,391,610553,1757,2689375
BD,BANGLADESH,0,0,28,7480
BE,BELGIUM,0,0,85490,6426543
BR,BRAZIL,955,345534,4775,1706381
CA,CANADA,43,475696,273,3135998
CN,CHINA,95200,4970672,1607093,83937130
CZ,CZECH REPUBLIC,0,0,2,1157
DK,DENMARK,0,0,3,19656
FR,FRANCE,20340,1278724,253462,16124006
DE,GERMANY,1125,177791,94129,25167289
HK,HONG KONG,8000,2164193,56207,14968018
IN,INDIA,10000,965258,266738,13957837
ID,INDONESIA,24550,2149627,70038,6268067
IR,IRAN (ISLAMIC REPUBLIC OF),0,0,1680,235487
IT,ITALY,7600,1176525,22656,3315531
JP,JAPAN,150418,26721143,2264369,365953329
KR,"KOREA,REPUBLIC OF",193600,15036378,3053444,180266380
LU,LUXEMBOURG,0,0,5,3725
MY,MALAYSIA,93919,8351525,1150261,104373812
NL,NETHERLANDS,100101,8702297,858598,78963809
NZ,NEW ZEALAND,0,0,173,144210
NO,NORWAY,80,32472,347,164761
PH,PHILIPPINES,0,0,5,3628
RU,RUSSIAN FEDERATION,0,0,845,114220
SA,SAUDI ARABIA,0,0,2128500,88466899
SG,SINGAPORE,8520,1994299,588796,68403252
ES,SPAIN,0,0,48575,3975863
SE,SWEDEN,1,451,1,451
CH,SWITZERLAND,0,0,2300,1634553
TW,"TAIWAN, PROVINCE OF CHINA",48050,4860715,997640,49793492
TH,THAILAND,0,0,22500,1974211
AE,UNITED ARAB EMIRATES,99000,4103415,742500,32996521
GB,UNITED KINGDOM,0,0,69983,8108933
US,UNITED STATES,116049,18536025,1330665,196252974
VN,VIETNAM,7000,590623,90635,7646206
SUM,SUM,984942,103243916,15814873,1367303781
