"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2013', 'Quantity')","('Jan 2013', 'CIF (Baht)')","('Jan - Jan 2013', 'Quantity')","('Jan - Jan 2013', 'CIF (Baht)')"
CN,CHINA,1000,56896,1000,56896
DE,GERMANY,2200,227469,2200,227469
ID,INDONESIA,1250,90343,1250,90343
KW,KUWAIT,297000,12422640,297000,12422640
MY,MALAYSIA,711500,31487625,711500,31487625
QA,QATAR,459000,18633960,459000,18633960
SA,SAUDI ARABIA,2054250,87922205,2054250,87922205
SG,SINGAPORE,275250,12820995,275250,12820995
AE,UNITED ARAB EMIRATES,643350,27515196,643350,27515196
US,UNITED STATES,112242,8828807,112242,8828807
SUM,SUM,4557042,200006136,4557042,200006136
