"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2015', 'Quantity')","('Sept 2015', 'CIF (Baht)')","('Jan - Sept 2015', 'Quantity')","('Jan - Sept 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,80,47354
AT,AUSTRIA,0,0,4481,1778773
BE,BELGIUM,64374,6194989,342279,30936150
CA,CANADA,0,0,19275,4643610
CN,CHINA,458456,19997856,3406625,157546623
DK,DENMARK,0,0,30,15781
FO,FAROE ISLANDS,0,0,15,3334
FR,FRANCE,5500,511581,58298,5517249
DE,GERMANY,929,197418,558395,39589474
HK,HONG KONG,51,23064,631,50413
IN,INDIA,10050,1038088,85300,7729341
ID,INDONESIA,0,0,22,5374
IL,ISRAEL,0,0,0,1718
IT,ITALY,0,0,11025,3273577
JP,JAPAN,330171,35624059,3245566,336215568
KP,KOREA DPR,0,0,14000,716785
KR,"KOREA,REPUBLIC OF",22500,2873910,1599311,89019024
MY,MALAYSIA,121525,7207289,162670,9922932
NL,NETHERLANDS,22,23054,22,23054
NZ,NEW ZEALAND,0,0,2500,602720
QA,QATAR,510000,24083662,3444500,158870588
SA,SAUDI ARABIA,108000,5281012,1992050,86767475
SG,SINGAPORE,2455894,136413819,17755121,969453745
ES,SPAIN,14000,91603,77900,5221679
CH,SWITZERLAND,0,0,1267,176137
TW,"TAIWAN, PROVINCE OF CHINA",401504,22035440,1148527,65965001
TH,THAILAND,0,0,25862,789464
TR,TÜRKIYE,0,0,65,30414
AE,UNITED ARAB EMIRATES,199250,8388851,3800606,159941099
GB,UNITED KINGDOM,501,141405,13864,1976908
US,UNITED STATES,419354,38772511,11899893,968045060
VN,VIETNAM,0,0,59843,3651789
SUM,SUM,5122081,308899611,49730023,3108528213
