"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2017', 'Quantity')","('Dec 2017', 'CIF (Baht)')","('Jan - Dec 2017', 'Quantity')","('Jan - Dec 2017', 'CIF (Baht)')"
CN,CHINA,0,0,21720,1378301
DE,GERMANY,0,0,5,3944
JP,JAPAN,8225,930430,153654,18390177
KR,"KOREA,REPUBLIC OF",0,0,444800,23929797
MO,MACAU,0,0,10,4440
SG,SINGAPORE,25500,1210158,178500,9125495
TH,THAILAND,3600,400810,3600,400810
AE,UNITED ARAB EMIRATES,0,0,49500,2027718
US,UNITED STATES,0,0,1406,265410
SUM,SUM,37325,2541398,853195,55526092
