"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2020', 'Quantity')","('Feb 2020', 'CIF (Baht)')","('Jan - Feb 2020', 'Quantity')","('Jan - Feb 2020', 'CIF (Baht)')"
BE,BELGIUM,55360,2747677,55360,2747677
CN,CHINA,155200,9251787,497124,28580127
HK,HONG KONG,0,0,100,15301
IN,INDIA,1000,101776,2100,210080
ID,INDONESIA,1562,140556,42062,3095319
IL,ISRAEL,24000,1534003,24200,1573878
JP,JAPAN,391508,26382449,882008,52193980
KR,"KOREA,REPUBLIC OF",815300,29319234,1866650,66758498
MY,MALAYSIA,78553,6243884,123357,10367073
OM,OMAN,24750,741771,24750,741771
SA,SAUDI ARABIA,1224750,37836973,2476500,76628558
SG,SINGAPORE,315000,12206373,736010,27090193
ES,SPAIN,8250,652607,8250,652607
TW,"TAIWAN, PROVINCE OF CHINA",100650,3542720,165670,6181992
TH,THAILAND,17000,562522,17000,562522
AE,UNITED ARAB EMIRATES,198500,6328527,220500,6996907
US,UNITED STATES,31843,2003880,50484,3564760
SUM,SUM,3443226,139596739,7192125,287961243
