"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Feb 2018', 'Quantity')","('Feb 2018', 'CIF (Baht)')","('Jan - Feb 2018', 'Quantity')","('Jan - Feb 2018', 'CIF (Baht)')"
AT,AUSTRIA,0,0,80,38359
BE,BELGIUM,2000,1915816,26750,3312749
BR,BRAZIL,0,0,74250,4651138
CA,CANADA,16460,5254252,27460,5821912
CN,CHINA,445000,16286499,565936,20870657
DE,GERMANY,26152,4865722,399102,28568843
HK,HONG KONG,2,1877,2,1877
ID,INDONESIA,0,0,69340,3928865
IT,ITALY,24750,1241796,24750,1241796
JP,JAPAN,1301887,63507801,2695136,129138991
KR,"KOREA,REPUBLIC OF",445000,20367602,1276025,58764172
KW,KUWAIT,643500,24812940,1460250,56938026
MY,MALAYSIA,1603100,69977299,2550450,111543440
NO,NORWAY,208920,11956782,584180,32975517
QA,QATAR,1478020,62267415,2217520,93148052
SA,SAUDI ARABIA,1460250,60792817,3366000,138873066
SG,SINGAPORE,912550,39345334,2779950,120384109
SE,SWEDEN,2750,274810,2750,274810
TW,"TAIWAN, PROVINCE OF CHINA",200000,9630305,613000,28695370
TH,THAILAND,54000,2188634,54004,2190786
AE,UNITED ARAB EMIRATES,1147525,48467294,2565275,108023140
US,UNITED STATES,407581,19791740,1336889,63271248
SUM,SUM,10379447,462946735,22689099,1012656923
