"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'CIF (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'CIF (Baht)')"
BE,BELGIUM,24000,2448169,211800,21697622
CN,CHINA,12000,952066,96000,7630132
FI,FINLAND,0,0,1375,106630
JP,JAPAN,206000,14514148,517660,36964389
KR,"KOREA,REPUBLIC OF",3520,376111,117773,8460901
SG,SINGAPORE,723000,38418612,8170950,427430960
AE,UNITED ARAB EMIRATES,50700,2795736,619500,33488167
GB,UNITED KINGDOM,0,0,475,47242
US,UNITED STATES,257093,19039068,677840,50980973
SUM,SUM,1276313,78543910,10413373,586807016
