"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2019', 'Quantity')","('Jun 2019', 'CIF (Baht)')","('Jan - Jun 2019', 'Quantity')","('Jan - Jun 2019', 'CIF (Baht)')"
BE,BELGIUM,12000,1297750,60000,6444942
CN,CHINA,150,7477,475,43842
DE,GERMANY,0,0,0,64
JP,JAPAN,11000,714070,52034,3359604
KR,"KOREA,REPUBLIC OF",0,0,73200,5513834
LA,LAO PDR,11,9800,11,9800
SA,SAUDI ARABIA,0,0,550,21560
SG,SINGAPORE,175000,5831862,3092000,113580551
TW,"TAIWAN, PROVINCE OF CHINA",0,0,22000,1006789
AE,UNITED ARAB EMIRATES,71450,2918035,417400,17114146
GB,UNITED KINGDOM,0,0,3475,442385
US,UNITED STATES,99109,8085572,798907,57330938
SUM,SUM,368720,18864566,4520052,204868455
