"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Sept 2016', 'Quantity')","('Sept 2016', 'CIF (Baht)')","('Jan - Sept 2016', 'Quantity')","('Jan - Sept 2016', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,26550,2182711
AT,AUSTRIA,0,0,240,150731
BE,BELGIUM,99000,4685780,495250,23741676
BR,BRAZIL,0,0,7511,1267574
CA,CANADA,0,0,554000,24363513
CN,CHINA,65150,9050413,394703,60255065
FR,FRANCE,123015,5953939,582115,28757680
DE,GERMANY,10320,1628387,73711,14554506
HK,HONG KONG,0,0,8125,1034740
IN,INDIA,0,0,8732,642986
ID,INDONESIA,3000,261017,129750,14586061
IT,ITALY,0,0,30502,2277232
JP,JAPAN,1044789,71519895,10727728,681163774
KP,KOREA DPR,0,0,22000,1000644
KR,"KOREA,REPUBLIC OF",290850,13784329,2883325,133796405
MY,MALAYSIA,51000,2318953,340950,14317434
NL,NETHERLANDS,63250,4329943,775487,45256878
SA,SAUDI ARABIA,297000,11200821,2036800,76601515
SG,SINGAPORE,5056130,233023033,43478884,1935532592
ZA,SOUTH AFRICA,0,0,693000,23987515
ES,SPAIN,975,89220,28635,2933879
TW,"TAIWAN, PROVINCE OF CHINA",302000,13889386,1134606,50702273
TH,THAILAND,0,0,66000,2478053
TR,TÜRKIYE,2000,119511,4518,286902
AE,UNITED ARAB EMIRATES,728800,27017986,3746725,139969306
GB,UNITED KINGDOM,0,0,1000,400158
US,UNITED STATES,40174,4329383,338291,33849239
SUM,SUM,8177453,403201996,68589138,3316091042
