"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2012', 'Quantity')","('Jun 2012', 'CIF (Baht)')","('Jan - Jun 2012', 'Quantity')","('Jan - Jun 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,0,12000
BR,BRAZIL,0,0,1684,425957
CN,CHINA,0,0,13600,1235472
FR,FRANCE,1080,272606,81165,5505553
DE,GERMANY,4800,1418397,11300,2772432
JP,JAPAN,450,214737,50979,7760102
KR,"KOREA,REPUBLIC OF",125210,7259021,763450,42723076
MY,MALAYSIA,0,0,225,81357
RU,RUSSIAN FEDERATION,0,0,6344,1310139
SG,SINGAPORE,0,0,168,28252
TW,"TAIWAN, PROVINCE OF CHINA",0,0,7840,678404
GB,UNITED KINGDOM,0,0,5040,583251
US,UNITED STATES,25280,1340022,26750,1938086
SUM,SUM,156820,10504783,968545,65054081
