"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Oct 2014', 'Quantity')","('Oct 2014', 'CIF (Baht)')","('Jan - Oct 2014', 'Quantity')","('Jan - Oct 2014', 'CIF (Baht)')"
BE,BELGIUM,118877,8777956,747058,52469372
BR,BRAZIL,1100,163513,2100,315017
CA,CANADA,0,0,34000,2808109
CN,CHINA,30345,1850760,263783,14966502
ET,ETHIOPIA,0,0,6,5000
FR,FRANCE,0,0,33075,3019118
DE,GERMANY,0,0,64373,6258444
HK,HONG KONG,0,0,15950,1080777
IN,INDIA,0,0,100,173044
ID,INDONESIA,0,0,308,9856
IT,ITALY,0,0,127945,18667659
JP,JAPAN,81265,7387043,1351445,101330311
KR,"KOREA,REPUBLIC OF",317500,18951616,2183173,135703132
MY,MALAYSIA,105116,5522018,1488216,67830983
NL,NETHERLANDS,0,0,2750,293198
SG,SINGAPORE,20700,1632259,120606,6810963
ES,SPAIN,0,0,29,6676
CH,SWITZERLAND,0,0,0,2980
TW,"TAIWAN, PROVINCE OF CHINA",86691,5580707,1002109,65174520
TH,THAILAND,0,0,40647,2465512
TR,TÜRKIYE,0,0,290,32829
GB,UNITED KINGDOM,0,0,240,37752
US,UNITED STATES,86589,9386237,417784,49764165
VN,VIETNAM,139726,2201240,897024,15179514
SUM,SUM,987909,61453349,8793011,544405433
