"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2012', 'Quantity')","('May 2012', 'CIF (Baht)')","('Jan - May 2012', 'Quantity')","('Jan - May 2012', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,70000,3187675
AT,AUSTRIA,0,0,12,104746
BE,BELGIUM,92125,5167526,426000,25348178
BR,BRAZIL,50,4818,300,87619
CA,CANADA,96060,4359484,456920,18561976
CN,CHINA,403500,27104583,2238270,135039040
DK,DENMARK,147,160274,928,828559
FI,FINLAND,74250,5118960,445500,27047836
FR,FRANCE,0,958,4,23363
DE,GERMANY,25000,3216843,181545,18421819
HK,HONG KONG,0,0,289000,28627150
ID,INDONESIA,2200,1116173,79302,6159845
IL,ISRAEL,10,4152,10,4152
JP,JAPAN,519770,44737913,3286201,248675784
KR,"KOREA,REPUBLIC OF",338800,19841459,1640161,91596423
KW,KUWAIT,420750,19063713,2450250,97127679
MY,MALAYSIA,2861724,139305254,16490205,768666174
NL,NETHERLANDS,0,0,8254,710578
NZ,NEW ZEALAND,16000,383637,16000,383637
NO,NORWAY,0,0,49500,2800662
QA,QATAR,306200,14262523,943700,42359126
SA,SAUDI ARABIA,2495350,117234765,9920900,431079122
SG,SINGAPORE,2185480,115862549,9759070,471972078
ES,SPAIN,226000,23367876,440000,44734160
CH,SWITZERLAND,1440,225940,16180,3399859
TW,"TAIWAN, PROVINCE OF CHINA",53525,2444258,100650,6890224
AE,UNITED ARAB EMIRATES,49500,2102841,495000,20789616
GB,UNITED KINGDOM,0,46,14234,802288
US,UNITED STATES,387811,24986089,2260800,120409466
VN,VIETNAM,0,0,11500,713383
SUM,SUM,10555692,570072634,52090396,2616552217
