"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Mar 2016', 'Quantity')","('Mar 2016', 'CIF (Baht)')","('Jan - Mar 2016', 'Quantity')","('Jan - Mar 2016', 'CIF (Baht)')"
AU,AUSTRALIA,15,5655,591,211091
BE,BELGIUM,39179,3451146,448709,22936460
BR,BRAZIL,500,417838,500,417838
CN,CHINA,654887,39316777,2720740,152516584
FI,FINLAND,23375,1544076,30491,2009251
FR,FRANCE,55860,2971280,62960,3784324
DE,GERMANY,7650,1284862,23563,6248315
IN,INDIA,196832,6076424,1582122,55451038
ID,INDONESIA,26110,2568180,86891,9638345
IL,ISRAEL,48000,3402194,66000,4995703
IT,ITALY,3400,358621,6201,730597
JP,JAPAN,1816114,107818842,5004319,314922016
KR,"KOREA,REPUBLIC OF",1602175,75907479,4304651,205286930
KW,KUWAIT,0,0,50,17832
MY,MALAYSIA,226186,16740896,438876,44655864
NL,NETHERLANDS,48125,4479162,196625,18506303
PH,PHILIPPINES,0,0,50,10189
QA,QATAR,0,0,16500,695900
SA,SAUDI ARABIA,6917230,220197780,17569476,576381477
SG,SINGAPORE,1916739,94762590,5655020,273529563
ZA,SOUTH AFRICA,0,0,198000,6909421
ES,SPAIN,100,7159,100,7159
SE,SWEDEN,0,0,25000,956625
TW,"TAIWAN, PROVINCE OF CHINA",31825,1618143,181100,9208430
TH,THAILAND,9200,329337,9200,329337
TR,TÜRKIYE,15,34517,15,34517
AE,UNITED ARAB EMIRATES,158950,8280893,530750,20828150
GB,UNITED KINGDOM,1800,99002,1800,99002
US,UNITED STATES,82626,7658962,244542,20467403
VN,VIETNAM,22004,760638,106370,4147638
SUM,SUM,13888897,600092453,39511212,1755933302
