"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2014', 'Quantity')","('Nov 2014', 'CIF (Baht)')","('Jan - Nov 2014', 'Quantity')","('Jan - Nov 2014', 'CIF (Baht)')"
CN,CHINA,0,0,7883,1434287
FR,FRANCE,0,0,2,1376
HK,HONG KONG,0,0,15,6257
IN,INDIA,0,0,447,26794
JP,JAPAN,34,10130,5780,1887589
KR,"KOREA,REPUBLIC OF",0,0,2500,407785
MY,MALAYSIA,0,0,3,606
SG,SINGAPORE,0,0,8107,809166
TW,"TAIWAN, PROVINCE OF CHINA",0,0,76,61095
AE,UNITED ARAB EMIRATES,0,0,53,22313
US,UNITED STATES,0,0,0,513
SUM,SUM,34,10130,24866,4657781
