"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2022', 'Quantity')","('Nov 2022', 'CIF (Baht)')","('Jan - Nov 2022', 'Quantity')","('Jan - Nov 2022', 'CIF (Baht)')"
CN,CHINA,530,36516,36628,2937073
FR,FRANCE,1000,232204,14500,3189509
HK,HONG KONG,27,5408,30,8590
IN,INDIA,0,0,61,5849
IL,ISRAEL,0,0,12000,1046847
JP,JAPAN,44900,7161689,454099,66326720
KR,"KOREA,REPUBLIC OF",201800,11866672,1087994,66332104
MY,MALAYSIA,0,0,70,33996
OM,OMAN,0,0,49500,2434744
SG,SINGAPORE,81540,4289660,220740,17348676
ES,SPAIN,25,47286,50,93532
TW,"TAIWAN, PROVINCE OF CHINA",0,0,11154,875461
TH,THAILAND,25,4869,25,4869
AE,UNITED ARAB EMIRATES,0,0,100375,4082783
GB,UNITED KINGDOM,0,0,14,30695
US,UNITED STATES,170,58840,297,161107
SUM,SUM,330017,23703144,1987537,164912555
