"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jun 2013', 'Quantity')","('Jun 2013', 'CIF (Baht)')","('Jan - Jun 2013', 'Quantity')","('Jan - Jun 2013', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,16400,981982
BE,BELGIUM,50,3818,68850,7155979
BR,BRAZIL,0,0,18387,2640137
CA,CANADA,0,0,24000,3843400
CN,CHINA,39000,6050815,479642,54253092
FR,FRANCE,5400,1425607,27490,6262290
DE,GERMANY,601,198258,21167,2680871
HK,HONG KONG,1000,91536,38825,3201978
IN,INDIA,0,0,500,40596
ID,INDONESIA,8850,888530,45533,4491720
IT,ITALY,17,9594,5517,660634
JP,JAPAN,2301186,145502693,10196564,656724315
KR,"KOREA,REPUBLIC OF",592000,30626154,4482200,223079018
LU,LUXEMBOURG,0,0,400,182004
MY,MALAYSIA,46000,2095562,572375,26522230
NL,NETHERLANDS,124050,8874799,753300,49970806
NZ,NEW ZEALAND,0,0,80,12140
SA,SAUDI ARABIA,164500,7356564,1393250,62839878
SG,SINGAPORE,5754750,278462860,31834800,1573155535
ES,SPAIN,5500,584101,5500,584101
TW,"TAIWAN, PROVINCE OF CHINA",40000,2396356,1297974,71506147
TH,THAILAND,0,0,17000,820856
AE,UNITED ARAB EMIRATES,123750,5412169,514400,22650483
GB,UNITED KINGDOM,0,0,45000,4082842
US,UNITED STATES,30999,2477691,231674,17926795
VN,VIETNAM,8000,2822352,56000,9786024
SUM,SUM,9245653,495279459,52146828,2806055853
