"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2012', 'Quantity')","('Apr 2012', 'CIF (Baht)')","('Jan - Apr 2012', 'Quantity')","('Jan - Apr 2012', 'CIF (Baht)')"
BE,BELGIUM,36000,3779550,60000,6335347
CN,CHINA,800,235368,12400,2208387
DE,GERMANY,0,0,63000,5248296
JP,JAPAN,187000,13569644,367600,25714782
KR,"KOREA,REPUBLIC OF",109200,8277959,156200,11385463
QA,QATAR,0,0,49500,2056624
SG,SINGAPORE,0,0,225000,9632745
AE,UNITED ARAB EMIRATES,71550,3502784,471300,22327285
US,UNITED STATES,309576,18167638,751916,50020278
SUM,SUM,714126,47532943,2156916,134929207
