"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jul 2022', 'Quantity')","('Jul 2022', 'CIF (Baht)')","('Jan - Jul 2022', 'Quantity')","('Jan - Jul 2022', 'CIF (Baht)')"
AU,AUSTRALIA,1000,93692,21431,1834884
BE,BELGIUM,4550,891277,78514,7111908
BR,BRAZIL,467900,38609498,3340401,256755230
CA,CANADA,0,0,123750,5542937
CN,CHINA,110116,9551356,733355,52199671
DK,DENMARK,200,54285,200,55504
FI,FINLAND,49050,4746122,296450,25908128
FR,FRANCE,11120,1529332,85370,10066263
DE,GERMANY,715441,63611116,3632927,305330184
HK,HONG KONG,0,0,121,2654336
IN,INDIA,1000,513056,1008,514445
ID,INDONESIA,0,0,19880,5796838
IL,ISRAEL,0,0,9600,1101525
IT,ITALY,5000,1772721,38321,14122850
JP,JAPAN,176399,18462718,1416571,125500692
KR,"KOREA,REPUBLIC OF",171700,11396958,1553115,88873465
KW,KUWAIT,198000,9209443,5024250,225850993
LU,LUXEMBOURG,1750,611548,28000,6128660
MY,MALAYSIA,4429666,265835943,32036324,1810372573
NL,NETHERLANDS,252230,27807375,1918340,168452936
NO,NORWAY,0,0,243160,21461572
OM,OMAN,297000,13248077,1113750,49255752
PH,PHILIPPINES,0,0,1,229
QA,QATAR,1836000,104795810,8236500,438587163
SA,SAUDI ARABIA,2773350,150255813,21675050,1130107051
SG,SINGAPORE,1709250,109874307,13114775,787720895
ES,SPAIN,0,0,25,12857
CH,SWITZERLAND,0,0,26,25746
TW,"TAIWAN, PROVINCE OF CHINA",27000,3868690,180282,17181337
TH,THAILAND,0,0,171030,9596920
AE,UNITED ARAB EMIRATES,396000,20962906,2846250,143967897
GB,UNITED KINGDOM,0,0,34,158633
US,UNITED STATES,82320,6076210,1137760,72794450
VN,VIETNAM,72505,4285728,280405,18980256
SUM,SUM,13788547,868063981,99356976,5804024780
