"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2015', 'Quantity')","('Aug 2015', 'CIF (Baht)')","('Jan - Aug 2015', 'Quantity')","('Jan - Aug 2015', 'CIF (Baht)')"
AU,AUSTRALIA,11161,1062460,95892,8103691
AT,AUSTRIA,0,0,225,21667
BE,BELGIUM,108220,6164960,905321,49944028
BR,BRAZIL,0,0,180,37834
CN,CHINA,461852,31909169,5428434,337970542
FI,FINLAND,70125,5025828,192500,12990589
FR,FRANCE,0,0,222439,12436374
DE,GERMANY,12103,3041062,109005,24473990
HU,HUNGARY,0,0,36,17129
IN,INDIA,1500,173883,79897,3833800
ID,INDONESIA,15150,1895952,172479,19575979
IL,ISRAEL,15600,1473697,31206,2893564
IT,ITALY,0,0,251120,16469163
JP,JAPAN,1514511,96005295,10131385,677711348
KP,KOREA DPR,0,0,78200,4231464
KR,"KOREA,REPUBLIC OF",1522945,85461492,13486011,733722475
KW,KUWAIT,0,0,24750,1122962
MY,MALAYSIA,89609,12029291,776905,88658765
MA,MOROCCO,0,0,130,70395
NL,NETHERLANDS,284750,25374800,890150,69112991
NZ,NEW ZEALAND,100,30437,220,179556
PH,PHILIPPINES,0,0,96005,4431546
RU,RUSSIAN FEDERATION,0,0,198000,8259404
SA,SAUDI ARABIA,1822480,75776998,24503985,963339002
SG,SINGAPORE,1562900,97883531,11438811,654566577
SK,SLOVAKIA,0,0,15750,940742
ZA,SOUTH AFRICA,0,0,99000,4090663
ES,SPAIN,0,0,56375,2752814
CH,SWITZERLAND,0,0,2,740
TW,"TAIWAN, PROVINCE OF CHINA",57700,2650932,1362775,56499283
TH,THAILAND,0,0,607910,28383967
TR,TÜRKIYE,0,0,1211,171548
AE,UNITED ARAB EMIRATES,148600,5768411,1608375,61563051
GB,UNITED KINGDOM,0,0,20153,2494957
US,UNITED STATES,67704,4543059,2351374,122875983
VN,VIETNAM,10204,1226168,54218,6592027
SUM,SUM,7777214,457497425,75290429,3980540610
