"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2020', 'Quantity')","('Dec 2020', 'CIF (Baht)')","('Jan - Dec 2020', 'Quantity')","('Jan - Dec 2020', 'CIF (Baht)')"
CN,CHINA,3000,229258,137642,11041921
HK,HONG KONG,0,0,5,2589
IN,INDIA,0,0,73,19720
IT,ITALY,0,0,450,45005
JP,JAPAN,0,0,139,159436
KR,"KOREA,REPUBLIC OF",77000,5254353,1504228,90012656
MY,MALAYSIA,0,0,80975,5734977
QA,QATAR,0,0,51000,1483624
SG,SINGAPORE,0,0,27975,6528239
ES,SPAIN,0,0,400,424948
TW,"TAIWAN, PROVINCE OF CHINA",0,0,27,7946
US,UNITED STATES,8890,1031549,105415,11965432
VN,VIETNAM,0,0,1560,107696
SUM,SUM,88890,6515160,1909889,127534189
