"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Jan 2014', 'Quantity')","('Jan 2014', 'CIF (Baht)')","('Jan - Jan 2014', 'Quantity')","('Jan - Jan 2014', 'CIF (Baht)')"
CN,CHINA,27975,2460317,27975,2460317
IN,INDIA,48000,3024834,48000,3024834
JP,JAPAN,56000,4698593,56000,4698593
KR,"KOREA,REPUBLIC OF",415000,28264442,415000,28264442
SG,SINGAPORE,1,849,1,849
SE,SWEDEN,62000,5456744,62000,5456744
AE,UNITED ARAB EMIRATES,123500,6542107,123500,6542107
US,UNITED STATES,8573,615826,8573,615826
VN,VIETNAM,101000,7120637,101000,7120637
SUM,SUM,842049,58184349,842049,58184349
