"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Apr 2018', 'Quantity')","('Apr 2018', 'CIF (Baht)')","('Jan - Apr 2018', 'Quantity')","('Jan - Apr 2018', 'CIF (Baht)')"
BE,BELGIUM,14400,655409,14400,655409
CN,CHINA,0,0,30020,2378104
FR,FRANCE,200,53075,8825,2250364
DE,GERMANY,1576,275694,4026,743448
JP,JAPAN,71124,3957806,167004,9090129
KR,"KOREA,REPUBLIC OF",424990,20168234,1114370,51060462
MY,MALAYSIA,0,0,18,4836
RU,RUSSIAN FEDERATION,0,0,16500,2706002
GB,UNITED KINGDOM,0,0,0,385
US,UNITED STATES,163,61481,339,144463
SUM,SUM,512453,25171699,1355502,69033602
